Ticket ID,Customer Name,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Status,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating,Country,Resolution_Duration,Priority_Score,Similarity_Score,Similarity_Level,Latitude,Longitude,Country_Encoded,Resolution_Efficiency,Efficiency_Level,Satisfaction_Level,Age_Group,Is_Resolved,Cluster_ID,Cluster_Name,cluster_names,Team,Performance_Score
78,Alfred Ortiz,63,Female,Fitbit Charge,2020-12-29,Billing inquiry,Delivery problem,Closed,Low,Email,2023-06-01 19:16:24,2023-06-01 15:21:24,5,India,6,1,0.14285845940021782,Low,20.5937,78.9629,0,0.7727272727272727,High Efficiency,High Satisfaction,Elder,1,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
79,John Goodman,55,Other,Google Pixel,2021-01-07,Billing inquiry,Data loss,Pending Customer Response,Medium,Social media,2023-06-01 16:57:26,2023-06-01 11:17:48,3,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
80,Catherine Stephens,40,Other,LG Smart TV,2020-11-03,Technical issue,Software bug,Pending Customer Response,Critical,Chat,2023-06-01 11:27:28,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
81,Sarah Lee,50,Other,Microsoft Office,2021-03-22,Technical issue,Product recommendation,Pending Customer Response,Critical,Phone,2023-06-01 07:27:28,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
82,Kiara Parker,29,Other,Apple AirPods,2021-07-22,Cancellation request,Cancellation request,Pending Customer Response,Medium,Email,2023-06-01 11:37:29,2023-06-01 11:17:48,3,Australia,6,2,0.2559980842312421,Low,-25.2744,133.7751,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
83,Joshua Miller,24,Male,PlayStation,2021-10-04,Refund request,Software bug,Closed,Low,Social media,2023-06-01 05:40:30,2023-06-01 20:35:30,1,Germany,14,1,0.0,Low,51.1657,10.4515,5,0.4090909090909091,Low Efficiency,Low Satisfaction,Youth,1,1,High Priority - Slow Resolution,Medium Resolution,Team A,72
84,James Jones,57,Other,Autodesk AutoCAD,2021-08-11,Technical issue,Installation support,Pending Customer Response,Critical,Phone,2023-06-01 00:24:32,2023-06-01 11:17:48,3,Australia,6,4,0.0,Low,-25.2744,133.7751,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
85,David Taylor,67,Other,Microsoft Surface,2021-08-02,Technical issue,Hardware issue,Open,Medium,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,2,0.2559980842312421,Low,-25.2744,133.7751,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
86,Richard Mullen,67,Female,Canon EOS,2021-01-22,Product inquiry,Peripheral compatibility,Open,High,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,3,0.09409989646016609,Low,51.1657,10.4515,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
87,Danielle Everett,46,Male,Sony PlayStation,2020-01-18,Technical issue,Product recommendation,Closed,Critical,Phone,2023-06-01 18:03:35,2023-06-01 06:23:35,2,USA,6,4,0.0,Low,,,5,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
88,Steven Thompson,55,Other,Philips Hue Lights,2020-09-10,Technical issue,Delivery problem,Pending Customer Response,High,Social media,2023-06-01 19:21:36,2023-06-01 11:17:48,3,Australia,6,3,0.09409989646016609,Low,-25.2744,133.7751,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
89,Renee White,42,Other,Nikon D,2021-08-01,Billing inquiry,Product setup,Open,Critical,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Canada,6,4,0.0,Low,56.1304,-106.3468,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
90,Lisa Hill,40,Male,Sony Xperia,2020-01-30,Product inquiry,Product recommendation,Closed,Medium,Email,2023-05-31 23:17:40,2023-06-01 03:09:40,5,Canada,3,2,0.9762651087418174,High,56.1304,-106.3468,0,0.9090909090909091,High Efficiency,High Satisfaction,Adult,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team B,94
91,Sandra Bass,57,Other,Sony Xperia,2020-10-15,Refund request,Software bug,Pending Customer Response,High,Phone,2023-06-01 07:15:41,2023-06-01 11:17:48,3,India,6,3,0.09409989646016609,Low,20.5937,78.9629,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
92,Madeline Osborne,62,Male,iPhone,2021-11-14,Product inquiry,Display issue,Pending Customer Response,Low,Email,2023-06-01 00:14:43,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
93,Sydney Wagner,44,Male,Bose QuietComfort,2021-05-27,Technical issue,Peripheral compatibility,Pending Customer Response,Low,Email,2023-06-01 15:57:45,2023-06-01 11:17:48,3,India,6,1,0.14285845940021782,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team D,88
94,Jeremy Good,32,Female,PlayStation,2021-05-24,Refund request,Installation support,Open,Low,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,1,0.14285845940021782,Low,,,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
95,Scott Estrada,65,Other,Microsoft Xbox Controller,2021-12-06,Product inquiry,Account access,Open,Critical,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,4,0.0,Low,51.1657,10.4515,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
96,Linda Campbell,60,Male,Autodesk AutoCAD,2021-10-02,Product inquiry,Battery life,Closed,High,Chat,2023-06-01 00:08:49,2023-06-01 18:39:49,5,Germany,18,3,0.0,Low,51.1657,10.4515,3,0.22727272727272727,Low Efficiency,High Satisfaction,Senior,1,1,High Priority - Slow Resolution,Medium Resolution,Team D,64
97,Charles Simpson,18,Female,Roomba Robot Vacuum,2020-10-25,Cancellation request,Battery life,Open,High,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,3,0.09409989646016609,Low,51.1657,10.4515,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
98,Dan Newton,22,Other,Xbox,2020-01-18,Product inquiry,Delivery problem,Pending Customer Response,High,Email,2023-06-01 01:55:51,2023-06-01 11:17:48,3,Canada,6,3,0.09409989646016609,Low,56.1304,-106.3468,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
99,Nichole Huang,38,Male,Samsung Galaxy,2020-09-09,Billing inquiry,Refund request,Closed,High,Chat,2023-06-01 07:05:53,2023-06-01 14:45:53,5,USA,7,3,0.0,Low,,,4,0.7272727272727273,Medium Efficiency,High Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team A,86
100,Eric Saunders,23,Other,Samsung Soundbar,2020-05-15,Technical issue,Hardware issue,Pending Customer Response,Low,Chat,2023-06-01 15:32:53,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
101,Maria Martinez,39,Female,Dyson Vacuum Cleaner,2020-05-31,Cancellation request,Delivery problem,Pending Customer Response,High,Email,2023-06-01 21:36:55,2023-06-01 11:17:48,3,Canada,6,3,0.09409989646016609,Low,56.1304,-106.3468,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
102,Danielle Rogers,18,Other,iPhone,2021-08-01,Billing inquiry,Software bug,Pending Customer Response,Critical,Phone,2023-06-01 21:00:57,2023-06-01 11:17:48,3,USA,6,4,0.0,Low,,,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Youth,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
103,Amber Zamora,40,Female,Asus ROG,2021-01-26,Refund request,Battery life,Closed,Critical,Email,2023-06-01 03:07:58,2023-06-01 15:23:58,3,USA,12,4,0.0,Low,,,2,0.5,Medium Efficiency,Medium Satisfaction,Adult,1,1,High Priority - Slow Resolution,Medium Resolution,Team B,76
104,James Harris,49,Male,Dyson Vacuum Cleaner,2020-02-24,Refund request,Battery life,Open,High,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,3,0.09409989646016609,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
105,Jill Glenn,58,Male,Fitbit Charge,2021-06-27,Refund request,Product recommendation,Open,High,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,3,0.09409989646016609,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
106,Virginia Miller,56,Other,Dyson Vacuum Cleaner,2021-07-17,Product inquiry,Battery life,Pending Customer Response,Critical,Chat,2023-06-01 02:08:01,2023-06-01 11:17:48,3,Germany,6,4,0.0,Low,51.1657,10.4515,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
107,Miranda Morales,42,Female,Nintendo Switch,2021-05-20,Cancellation request,Installation support,Closed,Low,Email,2023-06-01 11:38:01,2023-06-01 20:46:01,2,UK,9,1,0.0,Low,,,2,0.6363636363636364,Medium Efficiency,Low Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team D,82
108,Laura Collins,50,Other,LG Smart TV,2021-06-09,Technical issue,Account access,Pending Customer Response,High,Email,2023-06-01 15:49:01,2023-06-01 11:17:48,3,UK,6,3,0.09409989646016609,Low,,,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
109,Justin Martin,33,Male,Dyson Vacuum Cleaner,2020-01-08,Technical issue,Product setup,Closed,Critical,Chat,2023-06-01 02:55:03,2023-06-01 08:15:03,4,USA,5,4,0.27889002031704224,Low,,,5,0.8181818181818182,High Efficiency,High Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team D,90
110,Mario Hodge,59,Female,Bose SoundLink Speaker,2020-03-10,Product inquiry,Account access,Open,High,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,3,0.09409989646016609,Low,,,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
111,Brent Smith,60,Female,Amazon Echo,2021-07-28,Cancellation request,Peripheral compatibility,Closed,High,Email,2023-06-01 03:14:05,2023-06-01 12:43:05,2,UK,9,3,0.0,Low,,,2,0.6363636363636364,Medium Efficiency,Low Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team C,82
112,Autumn Heath,68,Male,Nintendo Switch Pro Controller,2021-11-29,Refund request,Display issue,Open,High,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,3,0.09409989646016609,Low,,,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
113,Lisa Cantrell,68,Female,Samsung Galaxy,2020-03-24,Product inquiry,Display issue,Open,Medium,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,UK,6,2,0.2559980842312421,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
114,Stephanie Shea,27,Other,Microsoft Office,2021-11-12,Cancellation request,Payment issue,Closed,High,Email,2023-06-01 03:24:09,2023-05-31 22:24:09,1,Canada,6,3,0.09409989646016609,Low,56.1304,-106.3468,3,0.7727272727272727,High Efficiency,Low Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
115,William Byrd,28,Female,Sony 4K HDR TV,2020-09-20,Cancellation request,Battery life,Closed,High,Email,2023-06-01 10:27:10,2023-06-01 06:04:10,1,India,6,3,0.09409989646016609,Low,20.5937,78.9629,3,0.7727272727272727,High Efficiency,Low Satisfaction,Adult,1,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
116,Anthony Miller,29,Male,iPhone,2021-01-16,Technical issue,Delivery problem,Open,Critical,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
117,Sabrina Weber,20,Female,iPhone,2021-11-27,Cancellation request,Software bug,Closed,High,Email,2023-06-01 19:02:13,2023-06-01 18:17:13,5,USA,6,3,0.09409989646016609,Low,,,2,0.7727272727272727,High Efficiency,High Satisfaction,Youth,1,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
118,Glenda Lopez,18,Male,Google Nest,2020-02-16,Billing inquiry,Product setup,Closed,Medium,Phone,2023-06-01 00:40:14,2023-06-01 04:42:14,5,Germany,4,2,0.9381830251144121,High,51.1657,10.4515,5,0.8636363636363636,High Efficiency,High Satisfaction,Youth,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team A,92
119,Pedro Adams,39,Female,HP Pavilion,2020-08-17,Refund request,Data loss,Open,High,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,3,0.09409989646016609,Low,,,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
120,Sarah Stewart,41,Female,Fitbit Charge,2021-07-31,Billing inquiry,Software bug,Closed,Low,Phone,2023-06-01 04:22:17,2023-06-01 14:49:17,2,Germany,10,1,0.0,Low,51.1657,10.4515,3,0.5909090909090909,Medium Efficiency,Low Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team C,80
121,Anthony Harding,56,Male,Amazon Kindle,2021-03-11,Billing inquiry,Refund request,Pending Customer Response,Medium,Chat,2023-06-01 18:02:19,2023-06-01 11:17:48,3,India,6,2,0.2559980842312421,Low,20.5937,78.9629,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
122,Alexander Blake,37,Other,Bose SoundLink Speaker,2021-03-03,Product inquiry,Peripheral compatibility,Open,Critical,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,USA,6,4,0.0,Low,,,5,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
123,Hunter Meza,29,Other,Dell XPS,2020-10-03,Refund request,Installation support,Open,Low,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
124,Molly Ramos,36,Other,Samsung Galaxy,2021-12-27,Product inquiry,Battery life,Pending Customer Response,Low,Email,2023-06-01 13:08:24,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
125,Julia Matthews,63,Male,Dyson Vacuum Cleaner,2021-03-23,Technical issue,Product setup,Pending Customer Response,High,Phone,2023-06-01 02:14:26,2023-06-01 11:17:48,3,UK,6,3,0.09409989646016609,Low,,,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,0,Low Priority - Fast Resolution,Fast Resolution,Team D,88
126,Austin Murphy,45,Male,Philips Hue Lights,2020-06-27,Refund request,Display issue,Open,Medium,Chat,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Germany,6,2,0.2559980842312421,Low,51.1657,10.4515,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
127,Melanie Garcia,68,Female,Lenovo ThinkPad,2020-06-22,Billing inquiry,Cancellation request,Open,Low,Social media,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,0,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team A,88
128,Mark Garcia,57,Male,Xbox,2020-09-28,Refund request,Cancellation request,Pending Customer Response,Low,Email,2023-06-01 03:09:31,2023-06-01 11:17:48,3,UK,6,1,0.14285845940021782,Low,,,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
129,Sandra Nelson,49,Male,Adobe Photoshop,2021-04-15,Cancellation request,Hardware issue,Closed,Medium,Email,2023-05-31 22:12:33,2023-06-01 00:29:33,3,UK,2,2,0.9905147392460664,High,,,3,0.9545454545454546,High Efficiency,Medium Satisfaction,Senior,1,2,Medium Priority - Normal Resolution,Slow Resolution,Team A,96
130,Sandra Buchanan,55,Other,Amazon Echo,2021-05-05,Cancellation request,Cancellation request,Pending Customer Response,Low,Email,2023-06-01 07:38:35,2023-06-01 11:17:48,3,USA,6,1,0.14285845940021782,Low,,,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
131,Joshua Anderson,43,Male,Asus ROG,2020-02-13,Billing inquiry,Product recommendation,Closed,Medium,Email,2023-06-01 21:31:36,2023-06-01 15:03:36,2,UK,6,2,0.2559980842312421,Low,,,1,0.7727272727272727,High Efficiency,Low Satisfaction,Senior,1,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
132,Jill Baldwin,49,Male,LG Smart TV,2021-11-24,Product inquiry,Battery life,Pending Customer Response,Critical,Social media,2023-06-01 20:57:38,2023-06-01 11:17:48,3,Canada,6,4,0.0,Low,56.1304,-106.3468,3,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
133,Aaron Hensley,65,Female,PlayStation,2021-05-01,Cancellation request,Data loss,Open,Medium,Phone,2023-06-01 11:26:25,2023-06-01 11:17:48,3,Australia,6,2,0.2559980842312421,Low,-25.2744,133.7751,4,0.7727272727272727,High Efficiency,Medium Satisfaction,Elder,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
134,Jill Walker,50,Male,Nintendo Switch,2021-06-17,Refund request,Refund request,Closed,Critical,Phone,2023-06-01 17:14:41,2023-05-31 22:53:41,5,UK,6,4,0.0,Low,,,3,0.7727272727272727,High Efficiency,High Satisfaction,Senior,1,0,Low Priority - Fast Resolution,Fast Resolution,Team C,88
135,Nancy Bridges,66,Male,PlayStation,2020-05-01,Cancellation request,Product setup,Closed,Critical,Email,2023-06-01 07:40:42,2023-06-01 01:07:42,2,USA,6,4,0.0,Low,,,4,0.7727272727272727,High Efficiency,Low Satisfaction,Elder,1,0,Low Priority - Fast Resolution,Fast Resolution,Team A,88
136,Jessica Gomez,35,Female,Samsung Galaxy,2021-10-30,Product inquiry,Software bug,Pending Customer Response,Low,Chat,2023-06-01 02:05:43,2023-06-01 11:17:48,3,Canada,6,1,0.14285845940021782,Low,56.1304,-106.3468,1,0.7727272727272727,High Efficiency,Medium Satisfaction,Adult,0,3,Critical Priority - Urgent Attention,Critical Issues,Team B,88
137,Andrew Turner,46,Other,Bose SoundLink Speaker,2020-10-01,Cancellation request,Software bug,Open,Critical,Email,2023-06-01 11:26:25,2023-06-01 11:17:48,3,India,6,4,0.0,Low,20.5937,78.9629,2,0.7727272727272727,High Efficiency,Medium Satisfaction,Senior,0,0,Low Priority - Fast Resolution,Fast Resolution,Team B,88
138,Jack Lee,21,Other,Amazon Echo,2021-12-20,Technical issue,Network problem,Closed,Low,Chat,2023-06-01 09:56:46,2023-06-01 09:08:46,4,Australia,6,1,0.14285845940021782,Low,-25.2744,133.7751,0,0.7727272727272727,High Efficiency,High Satisfaction,Youth,1,3,Critical Priority - Urgent Attention,Critical Issues,Team C,88
